t,entry,exit,dir,score,basis,sm_bias,sm_score,rsi,pos,sweep,month,slot
2025-07-02 15:00:00+00:00,1.1792453527450562,1.18035888671875,BUY,4.5,False,,1.5,54.70854771018675,0.6727282911073356,BUY,2025-07,15
2025-07-02 20:00:00+00:00,1.18035888671875,1.1807769536972046,BUY,4.5,False,,-0.5,58.61342078649666,0.8471275741677713,BUY,2025-07,20
2025-07-03 00:00:00+00:00,1.1810559034347534,1.179940938949585,BUY,4.5,False,,-1.0,62.092405730986584,0.9562928250032673,,2025-07,0
2025-07-03 05:00:00+00:00,1.179940938949585,1.1798018217086792,BUY,4.5,False,SELL,-3.0,53.470983395517415,0.781669498329008,,2025-07,5
2025-07-03 10:00:00+00:00,1.1798018217086792,1.1760554313659668,SELL,4.5,True,SELL,-4.0,51.1010436732278,0.6443209159545341,,2025-07,10
2025-07-03 15:00:00+00:00,1.1760554313659668,1.1761938333511353,SELL,4.5,True,SELL,-6.5,40.177658331102364,0.4135127261170114,BUY,2025-07,15
2025-07-03 20:00:00+00:00,1.1761938333511353,1.1763322353363037,SELL,4.5,True,SELL,-3.5,43.160573899748364,0.4288873586354848,BUY,2025-07,20
2025-07-04 00:00:00+00:00,1.177024483680725,1.1786893606185913,SELL,4.5,True,SELL,-6.5,47.75549321891566,0.5211616389013958,,2025-07,0
2025-07-04 05:00:00+00:00,1.1786893606185913,1.1781338453292847,SELL,4.5,True,SELL,-3.5,56.44526058048316,0.7919822951014467,,2025-07,5
2025-07-04 10:00:00+00:00,1.1781338453292847,1.1782727241516113,SELL,4.5,True,SELL,-5.5,52.79062805071437,0.8432538614713955,,2025-07,10
2025-07-04 15:00:00+00:00,1.1782727241516113,1.1778563261032104,BUY,4.5,False,,-1.0,53.427589628653976,0.7925591882750845,,2025-07,15
2025-07-07 00:00:00+00:00,1.1784114837646484,1.1775789260864258,BUY,4.5,False,,-1.0,54.62727869486887,0.6661735229550444,SELL,2025-07,0
2025-07-07 05:00:00+00:00,1.1775789260864258,1.1730204820632935,BUY,4.5,False,SELL,-2.0,48.856155527863905,0.3328720053450415,SELL,2025-07,5
2025-07-07 10:00:00+00:00,1.1730204820632935,1.1737089157104492,SELL,3.5,True,SELL,-4.0,30.381593923565802,0.062159880744984644,SELL,2025-07,10
2025-07-07 15:00:00+00:00,1.1737089157104492,1.1710972785949707,SELL,4.5,True,SELL,-5.5,38.78383107230233,0.21466738814298758,,2025-07,15
2025-07-07 20:00:00+00:00,1.1710972785949707,1.1741223335266113,BUY,3.5,False,SELL,-2.5,37.27428567145068,0.21922044208034816,,2025-07,20
2025-07-08 00:00:00+00:00,1.1746740341186523,1.17384672164917,BUY,4.5,False,,1.5,52.36652340057713,0.6491162969681977,BUY,2025-07,0
2025-07-08 05:00:00+00:00,1.17384672164917,1.1731581687927246,BUY,4.5,False,,1.5,48.48670440711884,0.7598921202519708,BUY,2025-07,5
2025-07-08 10:00:00+00:00,1.1731581687927246,1.1709601879119873,BUY,3.5,False,,1.0,45.05322208316282,0.5340895023520673,,2025-07,10
2025-07-08 15:00:00+00:00,1.1709601879119873,1.1728830337524414,BUY,3.5,False,BUY,2.0,40.15684996851927,0.2867238694131821,BUY,2025-07,15
2025-07-08 20:00:00+00:00,1.1728830337524414,1.1724703311920166,BUY,3.5,False,,0.5,48.89175517789141,0.5237136728277159,BUY,2025-07,20
2025-07-09 00:00:00+00:00,1.1727453470230103,1.17205810546875,BUY,3.5,False,,-1.0,48.25617522536915,0.5067438511944992,BUY,2025-07,0
2025-07-09 05:00:00+00:00,1.17205810546875,1.170548915863037,BUY,3.5,False,,1.0,46.53218099377597,0.5801741027246471,BUY,2025-07,5
2025-07-09 10:00:00+00:00,1.170548915863037,1.1709601879119873,BUY,3.5,False,,-1.0,40.39294331625883,0.2659679193931322,,2025-07,10
2025-07-09 15:00:00+00:00,1.1709601879119873,1.1724703311920166,BUY,2.5,False,BUY,2.5,45.87722989743136,0.36585789565116683,,2025-07,15
2025-07-09 20:00:00+00:00,1.1724703311920166,1.1742602586746216,BUY,2.5,True,BUY,3.5,53.209826346033715,0.8143142176739396,BUY,2025-07,20
2025-07-10 00:00:00+00:00,1.1748120784759521,1.1742602586746216,BUY,3.5,False,BUY,2.5,63.679701511612464,0.9282557515179051,BUY,2025-07,0
2025-07-10 05:00:00+00:00,1.1742602586746216,1.1732958555221558,BUY,4.5,True,BUY,4.5,59.363490620128765,0.8326587088513485,BUY,2025-07,5
2025-07-10 10:00:00+00:00,1.1732958555221558,1.1690436601638794,BUY,4.5,True,BUY,3.5,51.96880011999615,0.5990243660855784,SELL,2025-07,10
2025-07-10 15:00:00+00:00,1.1690436601638794,1.1704120635986328,BUY,2.5,False,,0.0,33.40412098152659,0.24867809181648293,SELL,2025-07,15
2025-07-10 20:00:00+00:00,1.1704120635986328,1.1678149700164795,BUY,2.5,False,,1.0,44.33837940668648,0.4369613301807642,BUY,2025-07,20
2025-07-11 00:00:00+00:00,1.1678149700164795,1.1682243347167969,BUY,2.5,False,,-0.5,32.85222222598337,0.10651117288072426,,2025-07,0
2025-07-11 05:00:00+00:00,1.1682243347167969,1.1695905923843384,BUY,2.5,False,,-1.5,38.99902070371004,0.17914266320900848,,2025-07,5
2025-07-11 10:00:00+00:00,1.1695905923843384,1.169864296913147,BUY,2.5,False,SELL,-2.5,49.210935322600655,0.5578377823935174,,2025-07,10
2025-07-11 15:00:00+00:00,1.169864296913147,1.1693171262741089,BUY,2.5,False,,-1.5,51.61708400933358,0.6167141062132985,,2025-07,15
2025-07-14 00:00:00+00:00,1.1697274446487427,1.1672697067260742,BUY,2.5,True,BUY,3.5,51.89899362588336,0.7579980136635869,,2025-07,0
2025-07-14 05:00:00+00:00,1.1672697067260742,1.169864296913147,BUY,2.5,False,,-1.5,38.16936863545561,0.13750865260179973,SELL,2025-07,5
2025-07-14 10:00:00+00:00,1.169864296913147,1.1675423383712769,BUY,2.5,True,BUY,3.5,55.11733753227733,0.8279932125567699,,2025-07,10
2025-07-14 15:00:00+00:00,1.1675423383712769,1.1667250394821167,BUY,2.5,False,,0.5,42.00988335272477,0.39916688514084303,SELL,2025-07,15
2025-07-14 20:00:00+00:00,1.1667250394821167,1.1672697067260742,BUY,2.5,False,BUY,2.5,39.93115654809436,0.1994523580646101,SELL,2025-07,20
2025-07-15 00:00:00+00:00,1.1676785945892334,1.1689070463180542,BUY,2.5,True,BUY,3.5,48.05885797164126,0.43246234961694197,BUY,2025-07,0
2025-07-15 05:00:00+00:00,1.1689070463180542,1.168770432472229,BUY,2.5,True,BUY,5.5,57.56049787290092,0.7030446177241402,BUY,2025-07,5
2025-07-15 10:00:00+00:00,1.168770432472229,1.1621150970458984,BUY,2.5,True,BUY,5.0,54.302747788418,0.691656305655432,BUY,2025-07,10
2025-07-15 15:00:00+00:00,1.1621150970458984,1.160496711730957,BUY,2.5,False,,-0.5,27.123553711154457,0.16560441753709002,,2025-07,15
2025-07-15 20:00:00+00:00,1.160496711730957,1.1617100238800049,BUY,2.5,False,,-1.5,28.21443730691537,0.08155648394514743,,2025-07,20
2025-07-16 00:00:00+00:00,1.161170482635498,1.1623852252960205,SELL,2.5,True,SELL,-4.5,33.210166802353285,0.1496044980074405,,2025-07,0
2025-07-16 05:00:00+00:00,1.1623852252960205,1.1621150970458984,SELL,2.5,True,SELL,-3.5,43.785660903294136,0.2840563691627521,,2025-07,5
2025-07-16 10:00:00+00:00,1.1621150970458984,1.1627906560897827,SELL,2.5,True,SELL,-5.5,44.23769582562099,0.6916828115971585,,2025-07,10
2025-07-16 15:00:00+00:00,1.1627906560897827,1.1642799377441406,SELL,2.5,True,SELL,-5.5,52.30225797052315,0.39865108902184326,SELL,2025-07,15
2025-07-16 20:00:00+00:00,1.1642799377441406,1.1631964445114136,BUY,2.5,False,,-0.5,56.145616337558224,0.4967415712692954,SELL,2025-07,20
2025-07-17 00:00:00+00:00,1.1626555919647217,1.1619800329208374,BUY,2.5,False,,-0.5,48.70451751635435,0.3897551860052449,,2025-07,0
2025-07-17 05:00:00+00:00,1.1619800329208374,1.1588828563690186,BUY,2.5,False,,-0.5,45.92098675209759,0.34525996765126177,,2025-07,5
2025-07-17 10:00:00+00:00,1.1588828563690186,1.1599582433700562,BUY,1.0,False,,-0.5,38.00444576473744,0.07606400054065926,,2025-07,10
2025-07-17 15:00:00+00:00,1.1599582433700562,1.1599582433700562,SELL,1.0,True,SELL,-3.5,45.51413168470931,0.4019155839115789,,2025-07,15
2025-07-17 20:00:00+00:00,1.1599582433700562,1.1631964445114136,BUY,1.0,False,,-0.5,47.464508289657594,0.48800301573838467,,2025-07,20
2025-07-18 00:00:00+00:00,1.1627906560897827,1.1619800329208374,BUY,2.5,False,,0.5,59.870519793685936,0.9562797326707884,,2025-07,0
2025-07-18 05:00:00+00:00,1.1619800329208374,1.1644154787063599,BUY,2.5,False,,1.5,53.57378204933013,0.743979721166033,,2025-07,5
2025-07-18 10:00:00+00:00,1.1644154787063599,1.164686679840088,BUY,2.5,True,BUY,5.0,64.61782756282716,0.9572296065123799,,2025-07,10
2025-07-18 15:00:00+00:00,1.164686679840088,1.1626555919647217,BUY,2.5,True,BUY,6.0,58.23381426124708,0.676471466539254,,2025-07,15
2025-07-21 00:00:00+00:00,1.16225004196167,1.163602590560913,BUY,2.5,False,,0.0,46.546530018268044,0.11852627171865188,SELL,2025-07,0
2025-07-21 05:00:00+00:00,1.163602590560913,1.1648223400115967,BUY,2.5,False,BUY,2.0,54.37949189923097,0.3240012306069529,BUY,2025-07,5
2025-07-21 10:00:00+00:00,1.1648223400115967,1.170823097229004,BUY,2.5,False,,0.0,60.386158225061266,0.5488507010064607,BUY,2025-07,10
2025-07-21 15:00:00+00:00,1.170823097229004,1.169864296913147,BUY,3.5,False,,1.5,79.56701685942431,0.8910579494096211,BUY,2025-07,15
2025-07-21 20:00:00+00:00,1.169864296913147,1.1691803932189941,BUY,3.5,True,BUY,5.5,69.65925733338456,0.7958992924918956,,2025-07,20
2025-07-22 00:00:00+00:00,1.1691803932189941,1.1691803932189941,BUY,3.5,True,BUY,5.5,63.607564414192346,0.6858919177427069,,2025-07,0
2025-07-22 05:00:00+00:00,1.1691803932189941,1.170548915863037,BUY,4.5,True,BUY,4.5,61.933094412621024,0.6651078769867285,,2025-07,5
2025-07-22 10:00:00+00:00,1.170548915863037,1.1752262115478516,BUY,4.5,True,BUY,3.5,66.15282423812415,0.5826351865955827,,2025-07,10
2025-07-22 15:00:00+00:00,1.1752262115478516,1.1757789850234985,BUY,4.5,False,,1.5,77.2068820173144,1.0,,2025-07,15
2025-07-22 20:00:00+00:00,1.1757789850234985,1.1739845275878906,BUY,4.5,False,BUY,2.5,74.08821010373758,0.9317640485782339,,2025-07,20
2025-07-23 00:00:00+00:00,1.1750881671905518,1.1732958555221558,BUY,4.5,True,BUY,3.5,65.40958740430727,0.8465610021466169,,2025-07,0
2025-07-23 05:00:00+00:00,1.1732958555221558,1.1728830337524414,BUY,4.5,True,BUY,4.5,53.126368931363054,0.6255035727938366,,2025-07,5
2025-07-23 10:00:00+00:00,1.1728830337524414,1.1755025386810303,BUY,4.5,False,BUY,2.5,48.7296213445019,0.21812679025022969,,2025-07,10
2025-07-23 15:00:00+00:00,1.1755025386810303,1.1775789260864258,BUY,4.5,False,BUY,2.5,63.16234999002122,0.8279825016682731,,2025-07,15
2025-07-23 20:00:00+00:00,1.1775789260864258,1.1778563261032104,BUY,4.5,False,,0.5,70.66184958508069,0.9562971866431281,,2025-07,20
2025-07-24 00:00:00+00:00,1.177163004875183,1.1774401664733887,BUY,4.5,False,,0.5,64.54225640283677,0.8359329561677153,,2025-07,0
2025-07-24 05:00:00+00:00,1.1774401664733887,1.1752262115478516,BUY,4.5,False,,0.0,62.63789897980036,0.8769100618622112,,2025-07,5
2025-07-24 10:00:00+00:00,1.1752262115478516,1.176885962486267,BUY,4.5,False,BUY,2.0,44.05254645093822,0.46220538720538723,,2025-07,10
2025-07-24 15:00:00+00:00,1.176885962486267,1.1755025386810303,BUY,4.5,False,,0.5,54.38272373688618,0.5886341549606856,SELL,2025-07,15
2025-07-24 20:00:00+00:00,1.1755025386810303,1.1746740341186523,BUY,4.5,True,BUY,4.0,46.05929938073882,0.33231734252142414,SELL,2025-07,20
2025-07-25 00:00:00+00:00,1.1757789850234985,1.1750881671905518,BUY,4.5,True,BUY,5.5,48.24287893492396,0.38353653149571515,,2025-07,0
2025-07-25 05:00:00+00:00,1.1750881671905518,1.1730204820632935,BUY,4.5,False,BUY,2.5,46.6555532849006,0.2555437759519392,,2025-07,5
2025-07-25 10:00:00+00:00,1.1730204820632935,1.1732958555221558,BUY,4.5,False,,-0.5,36.05758660851107,0.026176584103344155,,2025-07,10
2025-07-25 15:00:00+00:00,1.1732958555221558,1.1745359897613525,SELL,4.5,True,SELL,-4.0,41.74340780886813,0.4347816438842535,,2025-07,15
2025-07-28 00:00:00+00:00,1.176747441291809,1.1743981838226318,BUY,4.5,False,SELL,-2.0,63.57314413819081,0.8930976121270098,,2025-07,0
2025-07-28 05:00:00+00:00,1.1743981838226318,1.1663167476654053,BUY,4.5,False,,0.0,46.60533754632455,0.5305566797895434,SELL,2025-07,5
2025-07-28 10:00:00+00:00,1.1663167476654053,1.16130530834198,SELL,3.5,True,SELL,-3.5,22.332005794376045,0.03537609064218666,SELL,2025-07,10
2025-07-28 15:00:00+00:00,1.16130530834198,1.159151554107666,BUY,2.0,False,,-1.5,18.911389202622033,0.0,,2025-07,15
2025-07-28 20:00:00+00:00,1.159151554107666,1.1592857837677002,BUY,1.0,False,,-1.5,18.035584483903023,0.014698881606834262,,2025-07,20
2025-07-29 00:00:00+00:00,1.1588828563690186,1.1582117080688477,BUY,1.0,False,SELL,-2.5,21.345694670887497,0.008215020501072477,,2025-07,0
2025-07-29 05:00:00+00:00,1.1582117080688477,1.1576753854751587,BUY,1.0,False,,-1.5,26.06745352447716,0.028345385371261557,,2025-07,5
2025-07-29 10:00:00+00:00,1.1576753854751587,1.15340256690979,SELL,1.0,True,SELL,-3.5,37.20964965161263,0.4051455757256862,,2025-07,10
2025-07-29 15:00:00+00:00,1.15340256690979,1.1548677682876587,BUY,1.0,False,SELL,-2.5,33.87910441346342,0.13480225476417163,,2025-07,15
2025-07-29 20:00:00+00:00,1.1548677682876587,1.156738042831421,SELL,1.0,True,SELL,-3.5,40.02475945695397,0.32054827643529643,,2025-07,20
2025-07-30 00:00:00+00:00,1.157139539718628,1.1552680730819702,SELL,1.0,True,SELL,-4.5,49.910321409659495,0.6910351455244371,,2025-07,0
2025-07-30 05:00:00+00:00,1.1552680730819702,1.1544678211212158,BUY,1.0,False,,-1.5,42.22669597582525,0.43858333779610487,,2025-07,5
2025-07-30 10:00:00+00:00,1.1544678211212158,1.1471836566925049,SELL,1.0,True,SELL,-5.5,39.80796637701953,0.3773876506242303,,2025-07,10
2025-07-30 15:00:00+00:00,1.1471836566925049,1.1406410932540894,BUY,1.0,False,SELL,-2.5,26.999664724698334,0.09219420965197313,,2025-07,15
2025-07-30 20:00:00+00:00,1.1406410932540894,1.1432491540908813,BUY,1.0,False,,-1.5,20.884025721203898,0.007643740112836164,,2025-07,20
2025-07-31 00:00:00+00:00,1.1437721252441406,1.1440337896347046,BUY,1.0,False,SELL,-2.5,33.90186873655058,0.19932966592589893,,2025-07,0
2025-07-31 05:00:00+00:00,1.1440337896347046,1.1442956924438477,SELL,-0.5,False,SELL,-2.5,37.789606842255985,0.23038543095921168,,2025-07,5
2025-07-31 10:00:00+00:00,1.1442956924438477,1.1436413526535034,SELL,-0.5,False,,-1.5,41.418511651855844,0.38987879606547715,,2025-07,10
2025-07-31 15:00:00+00:00,1.1436413526535034,1.1418131589889526,SELL,-0.5,False,,1.5,44.13620761234985,0.5442035893397439,,2025-07,15
2025-07-31 20:00:00+00:00,1.1418131589889526,1.1409013271331787,SELL,-0.5,False,BUY,2.5,40.52143376191221,0.14940643015015836,,2025-07,20
2025-08-01 00:00:00+00:00,1.1428571939468384,1.1436413526535034,BUY,-0.5,True,BUY,3.5,45.21314599057147,0.3489643858090095,,2025-08,0
2025-08-01 05:00:00+00:00,1.1436413526535034,1.1415525674819946,SELL,-0.5,False,BUY,2.0,50.89228222933373,0.627626296856264,,2025-08,5
2025-08-01 10:00:00+00:00,1.1415525674819946,1.1559356451034546,BUY,-0.5,True,BUY,4.5,44.42809247596311,0.3322750402296351,BUY,2025-08,10
2025-08-01 15:00:00+00:00,1.1559356451034546,1.1590172052383423,SELL,-0.5,False,,1.5,73.74855422962534,0.859116957377707,BUY,2025-08,15
2025-08-04 00:00:00+00:00,1.1560693979263306,1.1574074029922485,SELL,-0.5,False,,1.5,62.50042355685315,0.8089688934695025,SELL,2025-08,0
2025-08-04 05:00:00+00:00,1.1574074029922485,1.1576753854751587,BUY,0.5,False,BUY,2.5,63.25417418105542,0.8746954933008526,SELL,2025-08,5
2025-08-04 10:00:00+00:00,1.1576753854751587,1.157139539718628,BUY,0.5,False,,0.5,62.19524607727908,0.710462654974297,,2025-08,10
2025-08-04 15:00:00+00:00,1.157139539718628,1.1576753854751587,SELL,-0.5,False,,0.0,57.96387682697459,0.6023042637288706,,2025-08,15
2025-08-04 20:00:00+00:00,1.1576753854751587,1.156738042831421,BUY,0.5,False,SELL,-3.0,58.88985459691453,0.6063515274819595,,2025-08,20
2025-08-05 00:00:00+00:00,1.1575413942337036,1.1551345586776733,BUY,0.5,False,SELL,-3.0,55.7319085739745,0.5706202117175827,,2025-08,0
2025-08-05 05:00:00+00:00,1.1551345586776733,1.1547343730926514,SELL,-0.5,False,SELL,-2.5,43.82760957959341,0.062279115068874354,,2025-08,5
2025-08-05 10:00:00+00:00,1.1547343730926514,1.1583458185195923,SELL,-0.5,False,,0.0,43.72078913966781,0.2316592709326919,,2025-08,10
2025-08-05 15:00:00+00:00,1.1583458185195923,1.158077597618103,BUY,0.5,False,,0.5,62.49790199897694,0.8630173077702565,BUY,2025-08,15
2025-08-05 20:00:00+00:00,1.158077597618103,1.157139539718628,BUY,0.5,False,BUY,3.0,59.606626596466434,0.8565451919809718,BUY,2025-08,20
2025-08-06 00:00:00+00:00,1.1576753854751587,1.1582117080688477,BUY,0.5,False,BUY,3.0,55.816064263868505,0.7848921168875297,,2025-08,0
2025-08-06 05:00:00+00:00,1.1582117080688477,1.1610356569290161,BUY,0.5,False,BUY,2.0,57.391671652037964,0.8804366292898403,,2025-08,5
2025-08-06 10:00:00+00:00,1.1610356569290161,1.164958119392395,BUY,2.0,False,,1.5,69.36544227705554,0.9409599874716154,,2025-08,10
2025-08-06 15:00:00+00:00,1.164958119392395,1.1664528846740723,BUY,3.0,False,,0.5,76.50665136021512,1.0,,2025-08,15
2025-08-06 20:00:00+00:00,1.1664528846740723,1.1661807298660278,BUY,3.0,False,,0.5,72.46039897785583,0.9336787444383778,,2025-08,20
2025-08-07 00:00:00+00:00,1.1655012369155884,1.1678149700164795,BUY,3.0,True,BUY,3.5,64.70893633399967,0.8298369457148539,,2025-08,0
2025-08-07 05:00:00+00:00,1.1678149700164795,1.1672697067260742,BUY,3.0,False,,1.5,71.83490646450329,0.9851682016606432,,2025-08,5
2025-08-07 10:00:00+00:00,1.1672697067260742,1.1644154787063599,BUY,3.0,False,,1.0,61.35738950926228,0.6022909469578009,,2025-08,10
2025-08-07 15:00:00+00:00,1.1644154787063599,1.1671334505081177,BUY,3.0,False,,-0.5,47.76522780244437,0.32100878371688424,SELL,2025-08,15
2025-08-07 20:00:00+00:00,1.1671334505081177,1.1661807298660278,BUY,3.0,False,,1.5,58.01669456967957,0.6435027369552611,,2025-08,20
2025-08-08 00:00:00+00:00,1.1675423383712769,1.1644154787063599,BUY,3.0,False,BUY,2.5,58.141768684858945,0.6920182746573502,,2025-08,0
2025-08-08 05:00:00+00:00,1.1644154787063599,1.1640088558197021,BUY,3.0,True,BUY,5.5,44.48846046629229,0.4241976785480645,,2025-08,5
2025-08-08 10:00:00+00:00,1.1640088558197021,1.1664528846740723,BUY,3.0,True,BUY,5.5,44.08721731772296,0.36044186089979624,,2025-08,10
2025-08-08 15:00:00+00:00,1.1664528846740723,1.1645511388778687,BUY,3.0,False,BUY,2.5,55.21132259166044,0.6562398175301402,,2025-08,15
2025-08-11 00:00:00+00:00,1.1650937795639038,1.1672697067260742,BUY,4.5,False,,-1.0,48.749488643297205,0.4806985593027416,SELL,2025-08,0
2025-08-11 05:00:00+00:00,1.1672697067260742,1.1650937795639038,BUY,4.5,False,,1.0,59.03085003493935,0.8524243284390886,BUY,2025-08,5
2025-08-11 10:00:00+00:00,1.1650937795639038,1.1610356569290161,BUY,4.5,False,,0.0,46.692298018423344,0.2493972508375865,SELL,2025-08,10
2025-08-11 15:00:00+00:00,1.1610356569290161,1.1619800329208374,BUY,2.0,False,SELL,-2.5,34.80328071309593,0.18935233703626075,SELL,2025-08,15
2025-08-11 20:00:00+00:00,1.1619800329208374,1.16225004196167,BUY,4.5,False,SELL,-3.0,42.310104252137734,0.3000489065884161,SELL,2025-08,20
2025-08-12 00:00:00+00:00,1.1618449687957764,1.1618449687957764,BUY,4.5,False,SELL,-2.0,42.22351349545277,0.2936081759916854,,2025-08,0
2025-08-12 05:00:00+00:00,1.1618449687957764,1.16130530834198,BUY,4.5,False,SELL,-3.0,43.39509259093939,0.4273737734540794,,2025-08,5
2025-08-12 10:00:00+00:00,1.16130530834198,1.1676785945892334,BUY,2.0,False,SELL,-2.0,42.69263607377898,0.4991949995264703,,2025-08,10
2025-08-12 15:00:00+00:00,1.1676785945892334,1.1678149700164795,BUY,4.5,False,SELL,-2.5,69.11803522243314,0.7623676635605211,SELL,2025-08,15
2025-08-12 20:00:00+00:00,1.1678149700164795,1.1680878400802612,BUY,4.5,True,BUY,3.5,65.07325765210986,0.7763209250134167,SELL,2025-08,20
2025-08-13 00:00:00+00:00,1.1683608293533325,1.1680878400802612,BUY,4.5,True,BUY,4.5,66.71220445368132,0.832170561545592,,2025-08,0
2025-08-13 05:00:00+00:00,1.1680878400802612,1.17205810546875,BUY,4.5,True,BUY,3.5,61.45034102887452,0.8042396448260721,,2025-08,5
2025-08-13 10:00:00+00:00,1.17205810546875,1.171783447265625,BUY,4.5,False,,1.5,69.7437460723533,0.8292999704073916,,2025-08,10
2025-08-13 15:00:00+00:00,1.171783447265625,1.170823097229004,BUY,4.5,False,,0.0,62.313250094711734,0.7490257363850369,,2025-08,15
2025-08-13 20:00:00+00:00,1.170823097229004,1.1716461181640625,BUY,4.5,False,,-1.0,56.81173899025824,0.5801607059728379,,2025-08,20
2025-08-14 00:00:00+00:00,1.1715089082717896,1.1704120635986328,BUY,4.5,False,,0.0,59.853398163561,0.656885185863395,,2025-08,0
2025-08-14 05:00:00+00:00,1.1704120635986328,1.169864296913147,BUY,4.5,False,,0.0,50.85271507859648,0.19185541524687647,,2025-08,5
2025-08-14 10:00:00+00:00,1.169864296913147,1.164686679840088,SELL,4.5,True,SELL,-4.0,50.46557707457862,0.49883500642379636,SELL,2025-08,10
2025-08-14 15:00:00+00:00,1.164686679840088,1.1650937795639038,SELL,3.5,True,SELL,-3.5,33.19956032576087,0.05420691408235892,SELL,2025-08,15
2025-08-14 20:00:00+00:00,1.1650937795639038,1.1656370162963867,BUY,4.5,False,,-1.5,38.66442334881567,0.19559358963332474,,2025-08,20
2025-08-15 00:00:00+00:00,1.1655012369155884,1.1674060821533203,BUY,4.5,False,,-1.5,41.36824435017373,0.27146175385007,,2025-08,0
2025-08-15 05:00:00+00:00,1.1674060821533203,1.1690436601638794,BUY,4.5,False,SELL,-2.5,54.30872751349128,0.6028351973144077,,2025-08,5
2025-08-15 10:00:00+00:00,1.1690436601638794,1.1709601879119873,BUY,4.5,False,,-1.5,63.496392701891885,0.9314814814814815,,2025-08,10
2025-08-15 15:00:00+00:00,1.1709601879119873,1.170823097229004,BUY,4.5,False,BUY,2.0,69.3817015644831,0.8793817133874771,,2025-08,15
2025-08-18 00:00:00+00:00,1.170548915863037,1.1709601879119873,BUY,4.5,False,,0.0,60.833471015924175,0.779654886274176,,2025-08,0
2025-08-18 05:00:00+00:00,1.1709601879119873,1.1684973239898682,BUY,4.5,False,,0.0,61.43016882558041,0.7925503154100331,BUY,2025-08,5
2025-08-18 10:00:00+00:00,1.1684973239898682,1.1671334505081177,BUY,4.5,False,SELL,-3.0,40.82221691946092,0.22517356719228715,,2025-08,10
2025-08-18 15:00:00+00:00,1.1671334505081177,1.1665889024734497,BUY,4.5,False,,-1.0,35.00808127070552,0.12767242150460686,,2025-08,15
2025-08-18 20:00:00+00:00,1.1665889024734497,1.1653653383255005,BUY,4.5,False,,-1.0,37.733127624070754,0.10213718249972026,,2025-08,20
2025-08-19 00:00:00+00:00,1.1661807298660278,1.1659088134765625,BUY,4.5,False,,-1.0,37.26234223843382,0.13892838282487713,,2025-08,0
2025-08-19 05:00:00+00:00,1.1659088134765625,1.1691803932189941,BUY,3.5,False,,1.0,39.9704968747461,0.3134022166070401,BUY,2025-08,5
2025-08-19 10:00:00+00:00,1.1691803932189941,1.1663167476654053,BUY,4.5,False,,1.5,60.114689168143606,0.9207362019718051,BUY,2025-08,10
2025-08-19 15:00:00+00:00,1.1663167476654053,1.164958119392395,BUY,3.5,False,BUY,2.5,42.15073034939146,0.36738689763199117,,2025-08,15
2025-08-19 20:00:00+00:00,1.164958119392395,1.163061261177063,BUY,3.5,False,BUY,2.5,35.92956464976032,0.1048558002395651,,2025-08,20
2025-08-20 00:00:00+00:00,1.1644154787063599,1.1642799377441406,BUY,3.5,True,BUY,3.5,34.64709458707101,0.15486596452975646,,2025-08,0
2025-08-20 05:00:00+00:00,1.1642799377441406,1.164958119392395,BUY,3.5,False,,1.5,40.74413750135974,0.23422432316287065,,2025-08,5
2025-08-20 10:00:00+00:00,1.164958119392395,1.1652295589447021,BUY,2.5,False,,1.0,48.36050148992553,0.4462800369685767,BUY,2025-08,10
2025-08-20 15:00:00+00:00,1.1652295589447021,1.1652295589447021,BUY,2.5,True,BUY,3.5,48.93374656303985,0.5267240748420462,BUY,2025-08,15
2025-08-20 20:00:00+00:00,1.1652295589447021,1.164958119392395,BUY,3.5,True,BUY,4.5,48.05575969788631,0.5267240748420462,BUY,2025-08,20
2025-08-21 00:00:00+00:00,1.164958119392395,1.1652295589447021,BUY,2.5,True,BUY,4.5,46.47070040726502,0.47117800600102455,,2025-08,0
2025-08-21 05:00:00+00:00,1.1652295589447021,1.1653653383255005,BUY,2.5,True,BUY,3.5,48.55781787137975,0.2603507434235608,,2025-08,5
2025-08-21 10:00:00+00:00,1.1653653383255005,1.1610356569290161,BUY,2.5,True,BUY,4.5,49.751241551504144,0.5284183344092963,,2025-08,10
2025-08-21 15:00:00+00:00,1.1610356569290161,1.1610356569290161,BUY,1.0,False,,-0.5,32.57726725465439,0.06785392696348175,,2025-08,15
2025-08-21 20:00:00+00:00,1.1610356569290161,1.16130530834198,BUY,1.0,False,,-0.5,35.221290786872814,0.06785392696348175,,2025-08,20
2025-08-22 00:00:00+00:00,1.1618449687957764,1.159151554107666,BUY,1.0,False,,-0.5,41.15029388855788,0.20370185092546272,,2025-08,0
2025-08-22 05:00:00+00:00,1.159151554107666,1.1599582433700562,BUY,1.0,False,,-0.5,30.318983628600137,0.0542144518405646,,2025-08,5
2025-08-22 10:00:00+00:00,1.1599582433700562,1.171783447265625,BUY,1.0,False,,-1.5,38.141692285587965,0.30960517483370964,,2025-08,10
2025-08-22 15:00:00+00:00,1.171783447265625,1.1726078987121582,BUY,3.5,False,,0.0,76.71877358841483,0.8876333349568944,SELL,2025-08,15
2025-08-25 00:00:00+00:00,1.1701380014419556,1.1704120635986328,BUY,4.5,False,,-1.0,61.292851162603725,0.7151700700640757,SELL,2025-08,0
